

     *******************************************************************
     *                                                                 *
     *                             N3DADE                              *
     *                                                                 *
     *    ANALYTICAL SOLUTIONS FOR NONEQUILIBRIUM SOLUTE TRANSPORT     *
     *                IN 3-D SEMI-INFINITE POROUS MEDIA                *
     *                                                                 *
     *     VOLUME-AVERAGED CONCENTRATIONS                              *
     *     Fig. 11: Exponential distribution about (5,0,0)             *
     *                                                                 *
     *******************************************************************


     MODEL PARAMETERS
     ================

     NAME            VALUE

     dimensional
     V                5.00
     R                1.00
     Dx              10.00
     Dy               5.00
     Dz               5.00

     dimensionless
     BETA              .50
     OMEGA            1.00
     MU1               .00
     MU2               .00


     CONSTANTS
     =========
     L  =   20.00
     Co =    1.00


     INITIAL VALUE PROBLEM    35
     =====================

     EXPONENTIAL INITIAL DISTRIBUTION FOR SPHERICAL GEOMETRY    x0=      5.00
       fe=      1.00    alpha=      2.00


     INDEPENDENT VARIABLES
     =====================
     VARIABLE   INCREMENT        MINIMUM        MAXIMUM
     t               .000          1.000          1.000
     x              1.000           .000         40.000
     y              1.000           .000         40.000
     z               .000           .000           .000


PREDICTED CONCENTRATIONS
========================

      EQUILIBRIUM   NONEQUILIBRIUM     TOTAL
 NO    C     C/Co     C     C/Co     Ct    Ct/Co     t       x       y       z
745    .230   .230    .267   .267    .248   .248    1.00   18.00    6.00     .00
746    .217   .217    .254   .254    .235   .235    1.00   18.00    7.00     .00
747    .204   .204    .240   .240    .222   .222    1.00   18.00    8.00     .00
748    .190   .190    .226   .226    .208   .208    1.00   18.00    9.00     .00
749    .177   .177    .212   .212    .194   .194    1.00   18.00   10.00     .00
750    .164   .164    .198   .198    .181   .181    1.00   18.00   11.00     .00
751    .151   .151    .185   .185    .168   .168    1.00   18.00   12.00     .00
752    .139   .139    .171   .171    .155   .155    1.00   18.00   13.00     .00
753    .128   .128    .159   .159    .143   .143    1.00   18.00   14.00     .00
754    .117   .117    .147   .147    .132   .132    1.00   18.00   15.00     .00
755    .107   .107    .136   .136    .121   .121    1.00   18.00   16.00     .00
756    .098   .098    .125   .125    .112   .112    1.00   18.00   17.00     .00
757    .090   .090    .115   .115    .102   .102    1.00   18.00   18.00     .00
758    .082   .082    .106   .106    .094   .094    1.00   18.00   19.00     .00
759    .075   .075    .097   .097    .086   .086    1.00   18.00   20.00     .00
760    .068   .068    .089   .089    .078   .078    1.00   18.00   21.00     .00
761    .062   .062    .081   .081    .072   .072    1.00   18.00   22.00     .00
762    .056   .056    .074   .074    .065   .065    1.00   18.00   23.00     .00
763    .051   .051    .068   .068    .060   .060    1.00   18.00   24.00     .00
764    .047   .047    .062   .062    .054   .054    1.00   18.00   25.00     .00
765    .042   .042    .057   .057    .050   .050    1.00   18.00   26.00     .00
766    .038   .038    .052   .052    .045   .045    1.00   18.00   27.00     .00
767    .035   .035    .047   .047    .041   .041    1.00   18.00   28.00     .00
768    .032   .032    .043   .043    .037   .037    1.00   18.00   29.00     .00
769    .029   .029    .039   .039    .034   .034    1.00   18.00   30.00     .00
770    .026   .026    .036   .036    .031   .031    1.00   18.00   31.00     .00
771    .024   .024    .033   .033    .028   .028    1.00   18.00   32.00     .00
772    .022   .022    .030   .030    .026   .026    1.00   18.00   33.00     .00
773    .020   .020    .027   .027    .023   .023    1.00   18.00   34.00     .00
774    .018   .018    .025   .025    .021   .021    1.00   18.00   35.00     .00
775    .016   .016    .022   .022    .019   .019    1.00   18.00   36.00     .00
776    .015   .015    .020   .020    .017   .017    1.00   18.00   37.00     .00
777    .013   .013    .018   .018    .016   .016    1.00   18.00   38.00     .00
778    .012   .012    .017   .017    .014   .014    1.00   18.00   39.00     .00
779    .011   .011    .015   .015    .013   .013    1.00   18.00   40.00     .00
780    .266   .266    .285   .285    .276   .276    1.00   19.00     .00     .00
781    .265   .265    .284   .284    .274   .274    1.00   19.00    1.00     .00
782    .261   .261    .280   .280    .271   .271    1.00   19.00    2.00     .00
783    .255   .255    .274   .274    .265   .265    1.00   19.00    3.00     .00
784    .247   .247    .267   .267    .257   .257    1.00   19.00    4.00     .00
785    .237   .237    .258   .258    .247   .247    1.00   19.00    5.00     .00
786    .225   .225    .247   .247    .236   .236    1.00   19.00    6.00     .00
787    .213   .213    .236   .236    .224   .224    1.00   19.00    7.00     .00
788    .200   .200    .224   .224    .212   .212    1.00   19.00    8.00     .00
789    .187   .187    .211   .211    .199   .199    1.00   19.00    9.00     .00
790    .174   .174    .198   .198    .186   .186    1.00   19.00   10.00     .00
791    .161   .161    .186   .186    .174   .174    1.00   19.00   11.00     .00
792    .149   .149    .174   .174    .161   .161    1.00   19.00   12.00     .00
793    .137   .137    .162   .162    .150   .150    1.00   19.00   13.00     .00
794    .126   .126    .150   .150    .138   .138    1.00   19.00   14.00     .00
795    .116   .116    .139   .139    .128   .128    1.00   19.00   15.00     .00
796    .106   .106    .129   .129    .117   .117    1.00   19.00   16.00     .00
797    .097   .097    .119   .119    .108   .108    1.00   19.00   17.00     .00
798    .089   .089    .109   .109    .099   .099    1.00   19.00   18.00     .00
799    .081   .081    .101   .101    .091   .091    1.00   19.00   19.00     .00
800    .074   .074    .093   .093    .083   .083    1.00   19.00   20.00     .00
801    .068   .068    .085   .085    .076   .076    1.00   19.00   21.00     .00
802    .062   .062    .078   .078    .070   .070    1.00   19.00   22.00     .00
803    .056   .056    .071   .071    .064   .064    1.00   19.00   23.00     .00
804    .051   .051    .065   .065    .058   .058    1.00   19.00   24.00     .00
805    .046   .046    .060   .060    .053   .053    1.00   19.00   25.00     .00
806    .042   .042    .055   .055    .048   .048    1.00   19.00   26.00     .00
807    .038   .038    .050   .050    .044   .044    1.00   19.00   27.00     .00
808    .035   .035    .046   .046    .040   .040    1.00   19.00   28.00     .00
809    .032   .032    .042   .042    .037   .037    1.00   19.00   29.00     .00
810    .029   .029    .038   .038    .033   .033    1.00   19.00   30.00     .00
811    .026   .026    .035   .035    .030   .030    1.00   19.00   31.00     .00
812    .024   .024    .032   .032    .028   .028    1.00   19.00   32.00     .00
813    .022   .022    .029   .029    .025   .025    1.00   19.00   33.00     .00
814    .020   .020    .026   .026    .023   .023    1.00   19.00   34.00     .00
815    .018   .018    .024   .024    .021   .021    1.00   19.00   35.00     .00
816    .016   .016    .022   .022    .019   .019    1.00   19.00   36.00     .00
817    .015   .015    .020   .020    .017   .017    1.00   19.00   37.00     .00
818    .013   .013    .018   .018    .016   .016    1.00   19.00   38.00     .00
819    .012   .012    .016   .016    .014   .014    1.00   19.00   39.00     .00
820    .011   .011    .015   .015    .013   .013    1.00   19.00   40.00     .00
821    .258   .258    .261   .261    .260   .260    1.00   20.00     .00     .00
822    .257   .257    .260   .260    .259   .259    1.00   20.00    1.00     .00
823    .253   .253    .257   .257    .255   .255    1.00   20.00    2.00     .00
824    .247   .247    .252   .252    .250   .250    1.00   20.00    3.00     .00
825    .239   .239    .246   .246    .242   .242    1.00   20.00    4.00     .00
826    .230   .230    .238   .238    .234   .234    1.00   20.00    5.00     .00
827    .219   .219    .228   .228    .224   .224    1.00   20.00    6.00     .00
828    .207   .207    .218   .218    .213   .213    1.00   20.00    7.00     .00
829    .195   .195    .207   .207    .201   .201    1.00   20.00    8.00     .00
830    .183   .183    .196   .196    .189   .189    1.00   20.00    9.00     .00
831    .170   .170    .185   .185    .178   .178    1.00   20.00   10.00     .00
832    .158   .158    .174   .174    .166   .166    1.00   20.00   11.00     .00
833    .146   .146    .163   .163    .154   .154    1.00   20.00   12.00     .00
834    .135   .135    .152   .152    .143   .143    1.00   20.00   13.00     .00
835    .124   .124    .141   .141    .133   .133    1.00   20.00   14.00     .00
836    .114   .114    .131   .131    .123   .123    1.00   20.00   15.00     .00
837    .105   .105    .122   .122    .113   .113    1.00   20.00   16.00     .00
838    .096   .096    .112   .112    .104   .104    1.00   20.00   17.00     .00
839    .088   .088    .104   .104    .096   .096    1.00   20.00   18.00     .00
840    .080   .080    .096   .096    .088   .088    1.00   20.00   19.00     .00
841    .073   .073    .088   .088    .081   .081    1.00   20.00   20.00     .00
842    .067   .067    .081   .081    .074   .074    1.00   20.00   21.00     .00
843    .061   .061    .074   .074    .068   .068    1.00   20.00   22.00     .00
844    .055   .055    .068   .068    .062   .062    1.00   20.00   23.00     .00
845    .050   .050    .063   .063    .057   .057    1.00   20.00   24.00     .00
846    .046   .046    .057   .057    .052   .052    1.00   20.00   25.00     .00
847    .042   .042    .052   .052    .047   .047    1.00   20.00   26.00     .00
848    .038   .038    .048   .048    .043   .043    1.00   20.00   27.00     .00
849    .035   .035    .044   .044    .039   .039    1.00   20.00   28.00     .00
850    .031   .031    .040   .040    .036   .036    1.00   20.00   29.00     .00
851    .029   .029    .037   .037    .033   .033    1.00   20.00   30.00     .00
852    .026   .026    .033   .033    .030   .030    1.00   20.00   31.00     .00
853    .024   .024    .030   .030    .027   .027    1.00   20.00   32.00     .00
854    .021   .021    .028   .028    .025   .025    1.00   20.00   33.00     .00
855    .019   .019    .025   .025    .022   .022    1.00   20.00   34.00     .00
856    .018   .018    .023   .023    .020   .020    1.00   20.00   35.00     .00
857    .016   .016    .021   .021    .019   .019    1.00   20.00   36.00     .00
858    .015   .015    .019   .019    .017   .017    1.00   20.00   37.00     .00
859    .013   .013    .017   .017    .015   .015    1.00   20.00   38.00     .00
860    .012   .012    .016   .016    .014   .014    1.00   20.00   39.00     .00
861    .011   .011    .014   .014    .013   .013    1.00   20.00   40.00     .00
862    .248   .248    .239   .239    .243   .243    1.00   21.00     .00     .00
863    .247   .247    .238   .238    .242   .242    1.00   21.00    1.00     .00
864    .243   .243    .235   .235    .239   .239    1.00   21.00    2.00     .00
865    .238   .238    .231   .231    .234   .234    1.00   21.00    3.00     .00
866    .230   .230    .225   .225    .228   .228    1.00   21.00    4.00     .00
867    .222   .222    .218   .218    .220   .220    1.00   21.00    5.00     .00
868    .211   .211    .210   .210    .211   .211    1.00   21.00    6.00     .00
869    .200   .200    .201   .201    .201   .201    1.00   21.00    7.00     .00
870    .189   .189    .192   .192    .190   .190    1.00   21.00    8.00     .00
871    .177   .177    .182   .182    .179   .179    1.00   21.00    9.00     .00
872    .165   .165    .172   .172    .168   .168    1.00   21.00   10.00     .00
873    .153   .153    .162   .162    .158   .158    1.00   21.00   11.00     .00
874    .142   .142    .152   .152    .147   .147    1.00   21.00   12.00     .00
875    .131   .131    .142   .142    .137   .137    1.00   21.00   13.00     .00
876    .121   .121    .132   .132    .127   .127    1.00   21.00   14.00     .00
877    .111   .111    .123   .123    .117   .117    1.00   21.00   15.00     .00
878    .102   .102    .114   .114    .108   .108    1.00   21.00   16.00     .00
879    .094   .094    .106   .106    .100   .100    1.00   21.00   17.00     .00
880    .086   .086    .098   .098    .092   .092    1.00   21.00   18.00     .00
881    .078   .078    .091   .091    .084   .084    1.00   21.00   19.00     .00
882    .072   .072    .083   .083    .078   .078    1.00   21.00   20.00     .00
883    .065   .065    .077   .077    .071   .071    1.00   21.00   21.00     .00
884    .060   .060    .071   .071    .065   .065    1.00   21.00   22.00     .00
885    .054   .054    .065   .065    .060   .060    1.00   21.00   23.00     .00
886    .050   .050    .060   .060    .055   .055    1.00   21.00   24.00     .00
887    .045   .045    .055   .055    .050   .050    1.00   21.00   25.00     .00
888    .041   .041    .050   .050    .046   .046    1.00   21.00   26.00     .00
889    .037   .037    .046   .046    .042   .042    1.00   21.00   27.00     .00
890    .034   .034    .042   .042    .038   .038    1.00   21.00   28.00     .00
891    .031   .031    .038   .038    .035   .035    1.00   21.00   29.00     .00
892    .028   .028    .035   .035    .032   .032    1.00   21.00   30.00     .00
893    .026   .026    .032   .032    .029   .029    1.00   21.00   31.00     .00
894    .023   .023    .029   .029    .026   .026    1.00   21.00   32.00     .00
895    .021   .021    .027   .027    .024   .024    1.00   21.00   33.00     .00
896    .019   .019    .024   .024    .022   .022    1.00   21.00   34.00     .00
897    .017   .017    .022   .022    .020   .020    1.00   21.00   35.00     .00
898    .016   .016    .020   .020    .018   .018    1.00   21.00   36.00     .00
899    .014   .014    .018   .018    .016   .016    1.00   21.00   37.00     .00
900    .013   .013    .017   .017    .015   .015    1.00   21.00   38.00     .00
901    .012   .012    .015   .015    .014   .014    1.00   21.00   39.00     .00
902    .011   .011    .014   .014    .012   .012    1.00   21.00   40.00     .00
903    .237   .237    .218   .218    .227   .227    1.00   22.00     .00     .00
904    .235   .235    .217   .217    .226   .226    1.00   22.00    1.00     .00
905    .232   .232    .215   .215    .224   .224    1.00   22.00    2.00     .00
906    .227   .227    .211   .211    .219   .219    1.00   22.00    3.00     .00
907    .220   .220    .206   .206    .213   .213    1.00   22.00    4.00     .00
908    .212   .212    .200   .200    .206   .206    1.00   22.00    5.00     .00
909    .202   .202    .193   .193    .198   .198    1.00   22.00    6.00     .00
910    .192   .192    .185   .185    .189   .189    1.00   22.00    7.00     .00
911    .181   .181    .177   .177    .179   .179    1.00   22.00    8.00     .00
912    .170   .170    .168   .168    .169   .169    1.00   22.00    9.00     .00
913    .159   .159    .159   .159    .159   .159    1.00   22.00   10.00     .00
914    .148   .148    .150   .150    .149   .149    1.00   22.00   11.00     .00
915    .137   .137    .141   .141    .139   .139    1.00   22.00   12.00     .00
916    .127   .127    .132   .132    .130   .130    1.00   22.00   13.00     .00
917    .117   .117    .123   .123    .120   .120    1.00   22.00   14.00     .00
918    .108   .108    .115   .115    .112   .112    1.00   22.00   15.00     .00
919    .099   .099    .107   .107    .103   .103    1.00   22.00   16.00     .00
920    .091   .091    .099   .099    .095   .095    1.00   22.00   17.00     .00
921    .083   .083    .092   .092    .088   .088    1.00   22.00   18.00     .00
922    .076   .076    .085   .085    .081   .081    1.00   22.00   19.00     .00
923    .070   .070    .079   .079    .074   .074    1.00   22.00   20.00     .00
924    .064   .064    .073   .073    .068   .068    1.00   22.00   21.00     .00
925    .058   .058    .067   .067    .063   .063    1.00   22.00   22.00     .00
926    .053   .053    .062   .062    .057   .057    1.00   22.00   23.00     .00
927    .049   .049    .057   .057    .053   .053    1.00   22.00   24.00     .00
928    .044   .044    .052   .052    .048   .048    1.00   22.00   25.00     .00
929    .040   .040    .048   .048    .044   .044    1.00   22.00   26.00     .00
930    .037   .037    .044   .044    .040   .040    1.00   22.00   27.00     .00
931    .033   .033    .040   .040    .037   .037    1.00   22.00   28.00     .00
932    .030   .030    .037   .037    .034   .034    1.00   22.00   29.00     .00
933    .028   .028    .034   .034    .031   .031    1.00   22.00   30.00     .00
934    .025   .025    .031   .031    .028   .028    1.00   22.00   31.00     .00
935    .023   .023    .028   .028    .025   .025    1.00   22.00   32.00     .00
936    .021   .021    .026   .026    .023   .023    1.00   22.00   33.00     .00
937    .019   .019    .023   .023    .021   .021    1.00   22.00   34.00     .00
938    .017   .017    .021   .021    .019   .019    1.00   22.00   35.00     .00
939    .016   .016    .019   .019    .018   .018    1.00   22.00   36.00     .00
940    .014   .014    .018   .018    .016   .016    1.00   22.00   37.00     .00
941    .013   .013    .016   .016    .015   .015    1.00   22.00   38.00     .00
942    .012   .012    .015   .015    .013   .013    1.00   22.00   39.00     .00
943    .011   .011    .013   .013    .012   .012    1.00   22.00   40.00     .00
944    .224   .224    .198   .198    .211   .211    1.00   23.00     .00     .00
945    .223   .223    .197   .197    .210   .210    1.00   23.00    1.00     .00
946    .220   .220    .195   .195    .208   .208    1.00   23.00    2.00     .00
947    .215   .215    .192   .192    .204   .204    1.00   23.00    3.00     .00
948    .209   .209    .188   .188    .198   .198    1.00   23.00    4.00     .00
949    .201   .201    .182   .182    .192   .192    1.00   23.00    5.00     .00
950    .192   .192    .176   .176    .184   .184    1.00   23.00    6.00     .00
951    .183   .183    .169   .169    .176   .176    1.00   23.00    7.00     .00
952    .173   .173    .162   .162    .167   .167    1.00   23.00    8.00     .00
953    .162   .162    .154   .154    .158   .158    1.00   23.00    9.00     .00
954    .152   .152    .146   .146    .149   .149    1.00   23.00   10.00     .00
955    .142   .142    .138   .138    .140   .140    1.00   23.00   11.00     .00
956    .132   .132    .130   .130    .131   .131    1.00   23.00   12.00     .00
957    .122   .122    .122   .122    .122   .122    1.00   23.00   13.00     .00
958    .113   .113    .115   .115    .114   .114    1.00   23.00   14.00     .00
959    .104   .104    .107   .107    .105   .105    1.00   23.00   15.00     .00
960    .096   .096    .100   .100    .098   .098    1.00   23.00   16.00     .00
961    .088   .088    .093   .093    .090   .090    1.00   23.00   17.00     .00
962    .081   .081    .086   .086    .083   .083    1.00   23.00   18.00     .00
963    .074   .074    .080   .080    .077   .077    1.00   23.00   19.00     .00
964    .068   .068    .074   .074    .071   .071    1.00   23.00   20.00     .00
965    .062   .062    .068   .068    .065   .065    1.00   23.00   21.00     .00
966    .057   .057    .063   .063    .060   .060    1.00   23.00   22.00     .00
967    .052   .052    .058   .058    .055   .055    1.00   23.00   23.00     .00
968    .047   .047    .053   .053    .050   .050    1.00   23.00   24.00     .00
969    .043   .043    .049   .049    .046   .046    1.00   23.00   25.00     .00
970    .039   .039    .045   .045    .042   .042    1.00   23.00   26.00     .00
971    .036   .036    .041   .041    .039   .039    1.00   23.00   27.00     .00
972    .033   .033    .038   .038    .035   .035    1.00   23.00   28.00     .00
973    .030   .030    .035   .035    .032   .032    1.00   23.00   29.00     .00
974    .027   .027    .032   .032    .029   .029    1.00   23.00   30.00     .00
975    .025   .025    .029   .029    .027   .027    1.00   23.00   31.00     .00
976    .022   .022    .027   .027    .025   .025    1.00   23.00   32.00     .00
977    .020   .020    .024   .024    .022   .022    1.00   23.00   33.00     .00
978    .018   .018    .022   .022    .020   .020    1.00   23.00   34.00     .00
979    .017   .017    .020   .020    .019   .019    1.00   23.00   35.00     .00
980    .015   .015    .019   .019    .017   .017    1.00   23.00   36.00     .00
981    .014   .014    .017   .017    .015   .015    1.00   23.00   37.00     .00
982    .013   .013    .016   .016    .014   .014    1.00   23.00   38.00     .00
983    .011   .011    .014   .014    .013   .013    1.00   23.00   39.00     .00
984    .010   .010    .013   .013    .012   .012    1.00   23.00   40.00     .00
985    .211   .211    .179   .179    .195   .195    1.00   24.00     .00     .00
986    .210   .210    .178   .178    .194   .194    1.00   24.00    1.00     .00
987    .207   .207    .176   .176    .192   .192    1.00   24.00    2.00     .00
988    .203   .203    .174   .174    .188   .188    1.00   24.00    3.00     .00
989    .197   .197    .170   .170    .183   .183    1.00   24.00    4.00     .00
990    .190   .190    .165   .165    .178   .178    1.00   24.00    5.00     .00
991    .182   .182    .160   .160    .171   .171    1.00   24.00    6.00     .00
992    .173   .173    .154   .154    .163   .163    1.00   24.00    7.00     .00
993    .164   .164    .148   .148    .156   .156    1.00   24.00    8.00     .00
994    .154   .154    .141   .141    .147   .147    1.00   24.00    9.00     .00
995    .144   .144    .134   .134    .139   .139    1.00   24.00   10.00     .00
996    .135   .135    .127   .127    .131   .131    1.00   24.00   11.00     .00
997    .125   .125    .120   .120    .123   .123    1.00   24.00   12.00     .00
998    .116   .116    .112   .112    .114   .114    1.00   24.00   13.00     .00
999    .108   .108    .106   .106    .107   .107    1.00   24.00   14.00     .00
***    .099   .099    .099   .099    .099   .099    1.00   24.00   15.00     .00
***    .092   .092    .092   .092    .092   .092    1.00   24.00   16.00     .00
***    .084   .084    .086   .086    .085   .085    1.00   24.00   17.00     .00
***    .078   .078    .080   .080    .079   .079    1.00   24.00   18.00     .00
***    .071   .071    .074   .074    .073   .073    1.00   24.00   19.00     .00
***    .065   .065    .069   .069    .067   .067    1.00   24.00   20.00     .00
***    .060   .060    .064   .064    .062   .062    1.00   24.00   21.00     .00
***    .055   .055    .059   .059    .057   .057    1.00   24.00   22.00     .00
***    .050   .050    .054   .054    .052   .052    1.00   24.00   23.00     .00
***    .046   .046    .050   .050    .048   .048    1.00   24.00   24.00     .00
***    .042   .042    .046   .046    .044   .044    1.00   24.00   25.00     .00
***    .038   .038    .042   .042    .040   .040    1.00   24.00   26.00     .00
***    .035   .035    .039   .039    .037   .037    1.00   24.00   27.00     .00
***    .032   .032    .036   .036    .034   .034    1.00   24.00   28.00     .00
***    .029   .029    .033   .033    .031   .031    1.00   24.00   29.00     .00
***    .026   .026    .030   .030    .028   .028    1.00   24.00   30.00     .00
***    .024   .024    .028   .028    .026   .026    1.00   24.00   31.00     .00
***    .022   .022    .025   .025    .023   .023    1.00   24.00   32.00     .00
***    .020   .020    .023   .023    .021   .021    1.00   24.00   33.00     .00
***    .018   .018    .021   .021    .020   .020    1.00   24.00   34.00     .00
***    .016   .016    .019   .019    .018   .018    1.00   24.00   35.00     .00
***    .015   .015    .018   .018    .016   .016    1.00   24.00   36.00     .00
***    .013   .013    .016   .016    .015   .015    1.00   24.00   37.00     .00
***    .012   .012    .015   .015    .013   .013    1.00   24.00   38.00     .00
***    .011   .011    .013   .013    .012   .012    1.00   24.00   39.00     .00
***    .010   .010    .012   .012    .011   .011    1.00   24.00   40.00     .00
***    .197   .197    .160   .160    .178   .178    1.00   25.00     .00     .00
***    .196   .196    .160   .160    .178   .178    1.00   25.00    1.00     .00
***    .193   .193    .158   .158    .176   .176    1.00   25.00    2.00     .00
***    .189   .189    .156   .156    .173   .173    1.00   25.00    3.00     .00
***    .184   .184    .153   .153    .168   .168    1.00   25.00    4.00     .00
***    .178   .178    .149   .149    .163   .163    1.00   25.00    5.00     .00
***    .170   .170    .144   .144    .157   .157    1.00   25.00    6.00     .00
***    .162   .162    .139   .139    .151   .151    1.00   25.00    7.00     .00
***    .154   .154    .133   .133    .144   .144    1.00   25.00    8.00     .00
***    .145   .145    .127   .127    .136   .136    1.00   25.00    9.00     .00
***    .136   .136    .121   .121    .129   .129    1.00   25.00   10.00     .00
***    .127   .127    .115   .115    .121   .121    1.00   25.00   11.00     .00
***    .119   .119    .109   .109    .114   .114    1.00   25.00   12.00     .00
***    .110   .110    .103   .103    .106   .106    1.00   25.00   13.00     .00
***    .102   .102    .096   .096    .099   .099    1.00   25.00   14.00     .00
***    .095   .095    .090   .090    .092   .092    1.00   25.00   15.00     .00
***    .087   .087    .084   .084    .086   .086    1.00   25.00   16.00     .00
***    .080   .080    .079   .079    .080   .080    1.00   25.00   17.00     .00
***    .074   .074    .073   .073    .074   .074    1.00   25.00   18.00     .00
***    .068   .068    .068   .068    .068   .068    1.00   25.00   19.00     .00
***    .062   .062    .063   .063    .063   .063    1.00   25.00   20.00     .00
***    .057   .057    .059   .059    .058   .058    1.00   25.00   21.00     .00
***    .052   .052    .054   .054    .053   .053    1.00   25.00   22.00     .00
***    .048   .048    .050   .050    .049   .049    1.00   25.00   23.00     .00
***    .044   .044    .046   .046    .045   .045    1.00   25.00   24.00     .00
***    .040   .040    .043   .043    .041   .041    1.00   25.00   25.00     .00
***    .037   .037    .039   .039    .038   .038    1.00   25.00   26.00     .00
***    .033   .033    .036   .036    .035   .035    1.00   25.00   27.00     .00
***    .030   .030    .033   .033    .032   .032    1.00   25.00   28.00     .00
***    .028   .028    .031   .031    .029   .029    1.00   25.00   29.00     .00
***    .025   .025    .028   .028    .027   .027    1.00   25.00   30.00     .00
***    .023   .023    .026   .026    .024   .024    1.00   25.00   31.00     .00
***    .021   .021    .024   .024    .022   .022    1.00   25.00   32.00     .00
***    .019   .019    .022   .022    .020   .020    1.00   25.00   33.00     .00
***    .017   .017    .020   .020    .019   .019    1.00   25.00   34.00     .00
***    .016   .016    .018   .018    .017   .017    1.00   25.00   35.00     .00
***    .014   .014    .017   .017    .015   .015    1.00   25.00   36.00     .00
***    .013   .013    .015   .015    .014   .014    1.00   25.00   37.00     .00
***    .012   .012    .014   .014    .013   .013    1.00   25.00   38.00     .00
***    .011   .011    .013   .013    .012   .012    1.00   25.00   39.00     .00
***    .010   .010    .012   .012    .011   .011    1.00   25.00   40.00     .00
***    .182   .182    .142   .142    .162   .162    1.00   26.00     .00     .00
***    .182   .182    .142   .142    .162   .162    1.00   26.00    1.00     .00
***    .179   .179    .141   .141    .160   .160    1.00   26.00    2.00     .00
***    .176   .176    .139   .139    .157   .157    1.00   26.00    3.00     .00
***    .171   .171    .136   .136    .153   .153    1.00   26.00    4.00     .00
***    .165   .165    .132   .132    .149   .149    1.00   26.00    5.00     .00
***    .159   .159    .128   .128    .144   .144    1.00   26.00    6.00     .00
***    .152   .152    .124   .124    .138   .138    1.00   26.00    7.00     .00
***    .144   .144    .119   .119    .132   .132    1.00   26.00    8.00     .00
***    .136   .136    .114   .114    .125   .125    1.00   26.00    9.00     .00
***    .128   .128    .109   .109    .118   .118    1.00   26.00   10.00     .00
***    .120   .120    .103   .103    .112   .112    1.00   26.00   11.00     .00
***    .112   .112    .098   .098    .105   .105    1.00   26.00   12.00     .00
***    .104   .104    .093   .093    .098   .098    1.00   26.00   13.00     .00
***    .097   .097    .087   .087    .092   .092    1.00   26.00   14.00     .00
***    .089   .089    .082   .082    .086   .086    1.00   26.00   15.00     .00
***    .083   .083    .077   .077    .080   .080    1.00   26.00   16.00     .00
***    .076   .076    .072   .072    .074   .074    1.00   26.00   17.00     .00
***    .070   .070    .067   .067    .069   .069    1.00   26.00   18.00     .00
***    .065   .065    .062   .062    .063   .063    1.00   26.00   19.00     .00
***    .059   .059    .058   .058    .059   .059    1.00   26.00   20.00     .00
***    .054   .054    .054   .054    .054   .054    1.00   26.00   21.00     .00
***    .050   .050    .050   .050    .050   .050    1.00   26.00   22.00     .00
***    .046   .046    .046   .046    .046   .046    1.00   26.00   23.00     .00
***    .042   .042    .043   .043    .042   .042    1.00   26.00   24.00     .00
***    .038   .038    .039   .039    .039   .039    1.00   26.00   25.00     .00
***    .035   .035    .036   .036    .036   .036    1.00   26.00   26.00     .00
***    .032   .032    .033   .033    .033   .033    1.00   26.00   27.00     .00
***    .029   .029    .031   .031    .030   .030    1.00   26.00   28.00     .00
***    .027   .027    .028   .028    .027   .027    1.00   26.00   29.00     .00
***    .024   .024    .026   .026    .025   .025    1.00   26.00   30.00     .00
***    .022   .022    .024   .024    .023   .023    1.00   26.00   31.00     .00
***    .020   .020    .022   .022    .021   .021    1.00   26.00   32.00     .00
***    .018   .018    .020   .020    .019   .019    1.00   26.00   33.00     .00
***    .017   .017    .018   .018    .018   .018    1.00   26.00   34.00     .00
***    .015   .015    .017   .017    .016   .016    1.00   26.00   35.00     .00
***    .014   .014    .015   .015    .015   .015    1.00   26.00   36.00     .00
***    .013   .013    .014   .014    .013   .013    1.00   26.00   37.00     .00
***    .011   .011    .013   .013    .012   .012    1.00   26.00   38.00     .00
***    .010   .010    .012   .012    .011   .011    1.00   26.00   39.00     .00
***    .009   .009    .011   .011    .010   .010    1.00   26.00   40.00     .00
***    .168   .168    .125   .125    .147   .147    1.00   27.00     .00     .00
***    .167   .167    .125   .125    .146   .146    1.00   27.00    1.00     .00
***    .165   .165    .124   .124    .145   .145    1.00   27.00    2.00     .00
***    .162   .162    .122   .122    .142   .142    1.00   27.00    3.00     .00
***    .158   .158    .120   .120    .139   .139    1.00   27.00    4.00     .00
***    .153   .153    .117   .117    .135   .135    1.00   27.00    5.00     .00
***    .147   .147    .114   .114    .130   .130    1.00   27.00    6.00     .00
***    .140   .140    .110   .110    .125   .125    1.00   27.00    7.00     .00
***    .133   .133    .106   .106    .120   .120    1.00   27.00    8.00     .00
***    .126   .126    .102   .102    .114   .114    1.00   27.00    9.00     .00
***    .119   .119    .097   .097    .108   .108    1.00   27.00   10.00     .00
***    .112   .112    .092   .092    .102   .102    1.00   27.00   11.00     .00
***    .104   .104    .088   .088    .096   .096    1.00   27.00   12.00     .00
***    .097   .097    .083   .083    .090   .090    1.00   27.00   13.00     .00
***    .090   .090    .078   .078    .084   .084    1.00   27.00   14.00     .00
***    .084   .084    .074   .074    .079   .079    1.00   27.00   15.00     .00
***    .078   .078    .069   .069    .073   .073    1.00   27.00   16.00     .00
***    .072   .072    .065   .065    .068   .068    1.00   27.00   17.00     .00
***    .066   .066    .060   .060    .063   .063    1.00   27.00   18.00     .00
